time,state,measured_state,passed_time_in_NORMAL,passed_time_in_DEGRADED,passed_time_in_CRITICAL,passed_time_in_FAILURE,mean_reaction_time_degraded,mean_reaction_time_critical,total_maintenances,total_maintenance_time,unnecessary_maintenances,total_broker_messages,upkeep_broker_messages,necessary_upkeep_broker_messages,available_teams,time_with_available_teams,time_without_available_teams,correct_role_inference,incorrect_role_inference,correct_state_inference,incorrect_state_inference
23580000,NORMAL:0,0.21377912867274565,23580000,0,0,0,2938000.0,1608000.0,10,5500000,2,650233,10,8,1,18080000,5500000,0,650233,0,650233
23640000,NORMAL:0,0.21377912867274565,23640000,0,0,0,2938000.0,1608000.0,10,5500000,2,651887,10,8,1,18140000,5500000,0,651887,0,651887
23700000,NORMAL:0,0.2492401215805471,23700000,0,0,0,2938000.0,1608000.0,10,5500000,2,653542,10,8,1,18200000,5500000,0,653542,0,653542
23760000,NORMAL:0,0.2492401215805471,23760000,0,0,0,2938000.0,1608000.0,10,5500000,2,655197,10,8,1,18260000,5500000,0,655197,0,655197
23820000,NORMAL:0,0.2492401215805471,23820000,0,0,0,2938000.0,1608000.0,10,5500000,2,656851,10,8,1,18320000,5500000,0,656851,0,656851
23880000,NORMAL:0,0.2492401215805471,23880000,0,0,0,2938000.0,1608000.0,10,5500000,2,658506,10,8,1,18380000,5500000,0,658506,0,658506
23940000,NORMAL:0,0.2492401215805471,23940000,0,0,0,2938000.0,1608000.0,10,5500000,2,660159,10,8,1,18440000,5500000,0,660159,0,660159
24000000,NORMAL:0,0.2492401215805471,24000000,0,0,0,2938000.0,1608000.0,10,5500000,2,661815,10,8,1,18500000,5500000,0,661815,0,661815
24060000,NORMAL:0,0.2492401215805471,24060000,0,0,0,2938000.0,1608000.0,10,5500000,2,663470,10,8,1,18560000,5500000,0,663470,0,663470
24120000,NORMAL:0,0.2492401215805471,24120000,0,0,0,2938000.0,1608000.0,10,5500000,2,665125,10,8,1,18620000,5500000,0,665125,0,665125
24180000,NORMAL:0,0.2492401215805471,24180000,0,0,0,2938000.0,1608000.0,10,5500000,2,666779,10,8,1,18680000,5500000,0,666779,0,666779
24240000,NORMAL:0,0.2492401215805471,24240000,0,0,0,2938000.0,1608000.0,10,5500000,2,668434,10,8,1,18740000,5500000,0,668434,0,668434
24300000,NORMAL:0,0.2492401215805471,24300000,0,0,0,2938000.0,1608000.0,10,5500000,2,670087,10,8,1,18800000,5500000,0,670087,0,670087
24360000,NORMAL:0,0.2492401215805471,24360000,0,0,0,2938000.0,1608000.0,10,5500000,2,671743,10,8,1,18860000,5500000,0,671743,0,671743
24420000,NORMAL:0,0.2492401215805471,24420000,0,0,0,2938000.0,1608000.0,10,5500000,2,673398,10,8,1,18920000,5500000,0,673398,0,673398
24480000,NORMAL:0,0.2492401215805471,24480000,0,0,0,2938000.0,1608000.0,10,5500000,2,675053,10,8,1,18980000,5500000,0,675053,0,675053
24540000,NORMAL:0,0.2492401215805471,24540000,0,0,0,2938000.0,1608000.0,10,5500000,2,676707,10,8,1,19040000,5500000,0,676707,0,676707
24600000,NORMAL:0,0.28470111448834845,24600000,0,0,0,2938000.0,1608000.0,10,5500000,2,678362,10,8,1,19100000,5500000,0,678362,0,678362
24660000,NORMAL:0,0.28470111448834845,24660000,0,0,0,2938000.0,1608000.0,10,5500000,2,680016,10,8,1,19160000,5500000,0,680016,0,680016
24720000,NORMAL:0,0.28470111448834845,24720000,0,0,0,2938000.0,1608000.0,10,5500000,2,681672,10,8,1,19220000,5500000,0,681672,0,681672
24780000,NORMAL:0,0.28470111448834845,24780000,0,0,0,2938000.0,1608000.0,10,5500000,2,683325,10,8,1,19280000,5500000,0,683325,0,683325
24840000,NORMAL:0,0.28470111448834845,24840000,0,0,0,2938000.0,1608000.0,10,5500000,2,684980,10,8,1,19340000,5500000,0,684980,0,684980
24900000,NORMAL:0,0.28470111448834845,24900000,0,0,0,2938000.0,1608000.0,10,5500000,2,686635,10,8,1,19400000,5500000,0,686635,0,686635
24960000,NORMAL:0,0.28470111448834845,24960000,0,0,0,2938000.0,1608000.0,10,5500000,2,688291,10,8,1,19460000,5500000,0,688291,0,688291
25020000,NORMAL:0,0.28470111448834845,25020000,0,0,0,2938000.0,1608000.0,10,5500000,2,689943,10,8,1,19520000,5500000,0,689943,0,689943
25080000,NORMAL:0,0.28470111448834845,25080000,0,0,0,2938000.0,1608000.0,10,5500000,2,691599,10,8,1,19580000,5500000,0,691599,0,691599
25140000,NORMAL:0,0.28470111448834845,25140000,0,0,0,2938000.0,1608000.0,10,5500000,2,693254,10,8,1,19640000,5500000,0,693254,0,693254
25200000,NORMAL:0,0.28470111448834845,25200000,0,0,0,2938000.0,1608000.0,10,5500000,2,694907,10,8,1,19700000,5500000,0,694907,0,694907
25260000,NORMAL:0,0.28470111448834845,25260000,0,0,0,2938000.0,1608000.0,10,5500000,2,696564,10,8,1,19760000,5500000,0,696564,0,696564
25320000,NORMAL:0,0.28470111448834845,25320000,0,0,0,2938000.0,1608000.0,10,5500000,2,698218,10,8,1,19820000,5500000,0,698218,0,698218
25380000,NORMAL:0,0.28470111448834845,25380000,0,0,0,2938000.0,1608000.0,10,5500000,2,699872,10,8,1,19880000,5500000,0,699872,0,699872
25440000,NORMAL:0,0.28470111448834845,25440000,0,0,0,2938000.0,1608000.0,10,5500000,2,701527,10,8,1,19940000,5500000,0,701527,0,701527
25500000,NORMAL:0,0.28470111448834845,25500000,0,0,0,2938000.0,1608000.0,10,5500000,2,703181,10,8,1,20000000,5500000,0,703181,0,703181
25560000,NORMAL:0,0.28470111448834845,25560000,0,0,0,2938000.0,1608000.0,10,5500000,2,704837,10,8,1,20060000,5500000,0,704837,0,704837
25620000,NORMAL:0,0.28470111448834845,25620000,0,0,0,2938000.0,1608000.0,10,5500000,2,706489,10,8,1,20120000,5500000,0,706489,0,706489
25680000,NORMAL:0,0.28470111448834845,25680000,0,0,0,2938000.0,1608000.0,10,5500000,2,708147,10,8,1,20180000,5500000,0,708147,0,708147
25740000,NORMAL:0,0.28470111448834845,25740000,0,0,0,2938000.0,1608000.0,10,5500000,2,709800,10,8,1,20240000,5500000,0,709800,0,709800
25800000,NORMAL:0,0.28470111448834845,25800000,0,0,0,2938000.0,1608000.0,10,5500000,2,711455,10,8,1,20300000,5500000,0,711455,0,711455
25860000,NORMAL:0,0.28470111448834845,25860000,0,0,0,2938000.0,1608000.0,10,5500000,2,713111,10,8,1,20360000,5500000,0,713111,0,713111
25920000,NORMAL:0,0.28470111448834845,25920000,0,0,0,2938000.0,1608000.0,10,5500000,2,714763,10,8,1,20420000,5500000,0,714763,0,714763
25980000,NORMAL:0,0.28470111448834845,25980000,0,0,0,2938000.0,1608000.0,10,5500000,2,716419,10,8,2,20480000,5500000,0,716419,0,716419
26040000,NORMAL:0,0.28470111448834845,26040000,0,0,0,2938000.0,1608000.0,10,5500000,2,718074,10,8,2,20540000,5500000,0,718074,0,718074
26100000,NORMAL:0,0.28470111448834845,26100000,0,0,0,2938000.0,1608000.0,10,5500000,2,719728,10,8,2,20600000,5500000,0,719728,0,719728
26160000,NORMAL:0,0.28470111448834845,26160000,0,0,0,2938000.0,1608000.0,10,5500000,2,721383,10,8,2,20660000,5500000,0,721383,0,721383
26220000,NORMAL:0,0.28470111448834845,26220000,0,0,0,2938000.0,1608000.0,10,5500000,2,723037,10,8,2,20720000,5500000,0,723037,0,723037
26280000,NORMAL:0,0.28470111448834845,26280000,0,0,0,2938000.0,1608000.0,10,5500000,2,724693,10,8,2,20780000,5500000,0,724693,0,724693
26340000,NORMAL:0,0.28470111448834845,26340000,0,0,0,2938000.0,1608000.0,10,5500000,2,726346,10,8,2,20840000,5500000,0,726346,0,726346
26400000,NORMAL:0,0.28470111448834845,26400000,0,0,0,2938000.0,1608000.0,10,5500000,2,728002,10,8,2,20900000,5500000,0,728002,0,728002
26460000,NORMAL:0,0.28470111448834845,26460000,0,0,0,2938000.0,1608000.0,10,5500000,2,729655,10,8,2,20960000,5500000,0,729655,0,729655
26520000,NORMAL:0,0.28470111448834845,26520000,0,0,0,2938000.0,1608000.0,10,5500000,2,731311,10,8,2,21020000,5500000,0,731311,0,731311
26580000,NORMAL:0,0.28470111448834845,26580000,0,0,0,2938000.0,1608000.0,10,5500000,2,732966,10,8,2,21080000,5500000,0,732966,0,732966
26640000,NORMAL:0,0.28470111448834845,26640000,0,0,0,2938000.0,1608000.0,11,5500000,3,734620,11,8,1,21140000,5500000,0,734620,0,734620
26700000,NORMAL:0,0.28470111448834845,26700000,0,0,0,2938000.0,1608000.0,11,5500000,3,736275,11,8,1,21200000,5500000,0,736275,0,736275
26760000,NORMAL:0,0.28470111448834845,26760000,0,0,0,2938000.0,1608000.0,11,5500000,3,737929,11,8,2,21260000,5500000,0,737929,0,737929
26820000,NORMAL:0,0.28470111448834845,26820000,0,0,0,2938000.0,1608000.0,12,5500000,4,739584,12,8,1,21320000,5500000,0,739584,0,739584
26880000,NORMAL:0,0.28470111448834845,26880000,0,0,0,2938000.0,1608000.0,13,5510000,5,741239,13,8,1,21370000,5510000,0,741239,0,741239
26940000,NORMAL:0,0.2137791286727457,26940000,0,0,0,2938000.0,1976500.0,14,5510000,5,742894,14,9,1,21430000,5510000,0,742894,0,742894
27000000,NORMAL:0,0.2137791286727457,27000000,0,0,0,2938000.0,1976500.0,15,5510000,6,744549,15,9,1,21490000,5510000,0,744549,0,744549
27060000,NORMAL:0,0.2137791286727457,27060000,0,0,0,2938000.0,1976500.0,16,5570000,7,746202,16,9,0,21490000,5570000,0,746202,0,746202
27120000,NORMAL:0,0.2137791286727457,27120000,0,0,0,2938000.0,1976500.0,17,5615000,8,747858,17,9,1,21505000,5615000,0,747858,0,747858
27180000,NORMAL:0,0.17831813576494426,27180000,0,0,0,4737375.0,1976500.0,18,5625000,8,749511,18,10,0,21555000,5625000,0,749511,0,749511
27240000,NORMAL:0,0.17831813576494426,27240000,0,0,0,4737375.0,1976500.0,18,5665000,8,751168,18,10,1,21575000,5665000,0,751168,0,751168
27300000,NORMAL:0,0.17831813576494426,27300000,0,0,0,4737375.0,1976500.0,19,5710000,9,752820,19,10,0,21590000,5710000,0,752820,0,752820
27360000,NORMAL:0,0.17882472137791283,27360000,0,0,0,4737375.0,1976500.0,19,5770000,9,754476,19,10,0,21590000,5770000,0,754476,0,754476
27420000,NORMAL:0,0.17882472137791283,27420000,0,0,0,4737375.0,1976500.0,19,5785000,9,756131,19,10,1,21635000,5785000,0,756131,0,756131
27480000,NORMAL:0,0.17882472137791283,27480000,0,0,0,4737375.0,1976500.0,20,5840000,10,757786,20,10,0,21640000,5840000,0,757786,0,757786
27540000,NORMAL:0,0.17882472137791283,27540000,0,0,0,4737375.0,1976500.0,20,5900000,10,759440,20,10,0,21640000,5900000,0,759440,0,759440
27600000,NORMAL:0,0.17882472137791283,27600000,0,0,0,4737375.0,1976500.0,21,5909000,11,761094,21,10,0,21691000,5909000,0,761094,0,761094
27660000,NORMAL:0,0.17882472137791283,27660000,0,0,0,4737375.0,1976500.0,21,5969000,11,762750,21,10,0,21691000,5969000,0,762750,0,762750
27720000,NORMAL:0,0.17882472137791283,27720000,0,0,0,4737375.0,1976500.0,21,6025000,11,764403,21,10,1,21695000,6025000,0,764403,0,764403
27780000,NORMAL:0,0.17933130699088143,27780000,0,0,0,4737375.0,1976500.0,21,6025000,11,766059,21,10,2,21755000,6025000,0,766059,0,766059
27840000,NORMAL:0,0.17933130699088143,27840000,0,0,0,4737375.0,1976500.0,22,6025000,12,767715,22,10,1,21815000,6025000,0,767715,0,767715
27900000,NORMAL:0,0.17933130699088143,27900000,0,0,0,4737375.0,1976500.0,23,6069000,13,769366,23,10,1,21831000,6069000,0,769366,0,769366
27960000,NORMAL:0,0.17933130699088143,27960000,0,0,0,4737375.0,1976500.0,23,6069000,13,771023,23,10,1,21891000,6069000,0,771023,0,771023
28020000,NORMAL:0,0.17882472137791283,28020000,0,0,0,4285444.444444444,1976500.0,25,6085000,14,772677,25,11,0,21935000,6085000,0,772677,0,772677
28080000,NORMAL:0,0.17882472137791283,28080000,0,0,0,4285444.444444444,1976500.0,25,6145000,14,774333,25,11,0,21935000,6145000,0,774333,0,774333
28140000,NORMAL:0,0.17882472137791283,28140000,0,0,0,4285444.444444444,1976500.0,25,6150000,14,775987,25,11,1,21990000,6150000,0,775987,0,775987
28200000,NORMAL:0,0.17882472137791283,28200000,0,0,0,4285444.444444444,1976500.0,26,6175000,15,777641,26,11,0,22025000,6175000,0,777641,0,777641
28260000,NORMAL:0,0.17882472137791283,28260000,0,0,0,4285444.444444444,1976500.0,26,6235000,15,779296,26,11,0,22025000,6235000,0,779296,0,779296
28320000,NORMAL:0,0.17882472137791283,28320000,0,0,0,4285444.444444444,1976500.0,26,6270000,15,780950,26,11,1,22050000,6270000,0,780950,0,780950
28380000,NORMAL:0,0.17882472137791283,28380000,0,0,0,4285444.444444444,1976500.0,26,6270000,15,782607,26,11,1,22110000,6270000,0,782607,0,782607
28440000,NORMAL:0,0.17882472137791283,28440000,0,0,0,4285444.444444444,1976500.0,27,6285000,16,784259,27,11,0,22155000,6285000,0,784259,0,784259
28500000,NORMAL:0,0.17882472137791283,28500000,0,0,0,4285444.444444444,1976500.0,27,6345000,16,785914,27,11,0,22155000,6345000,0,785914,0,785914
28560000,NORMAL:0,0.17882472137791283,28560000,0,0,0,4285444.444444444,1976500.0,27,6390000,16,787570,27,11,1,22170000,6390000,0,787570,0,787570
28620000,NORMAL:0,0.17882472137791283,28620000,0,0,0,4285444.444444444,1976500.0,27,6390000,16,789223,27,11,1,22230000,6390000,0,789223,0,789223
28680000,NORMAL:0,0.17882472137791283,28680000,0,0,0,4285444.444444444,1976500.0,27,6390000,16,790880,27,11,1,22290000,6390000,0,790880,0,790880
28740000,NORMAL:0,0.17882472137791283,28740000,0,0,0,4285444.444444444,1976500.0,28,6445000,17,792532,28,11,0,22295000,6445000,0,792532,0,792532
28800000,NORMAL:0,0.17882472137791283,28800000,0,0,0,4285444.444444444,1976500.0,28,6505000,17,794188,28,11,0,22295000,6505000,0,794188,0,794188
28860000,NORMAL:0,0.17882472137791283,28860000,0,0,0,4285444.444444444,1976500.0,28,6510000,17,795842,28,11,1,22350000,6510000,0,795842,0,795842
28920000,NORMAL:0,0.17882472137791283,28920000,0,0,0,4285444.444444444,1976500.0,29,6570000,18,797498,29,11,0,22350000,6570000,0,797498,0,797498
28980000,NORMAL:0,0.17882472137791283,28980000,0,0,0,4285444.444444444,1976500.0,29,6630000,18,799152,29,11,1,22350000,6630000,0,799152,0,799152
29040000,NORMAL:0,0.10790273556231002,29040000,0,0,0,4285444.444444444,6164000.0,30,6632000,18,800806,30,12,0,22408000,6632000,0,800806,0,800806
29100000,NORMAL:0,0.10790273556231002,29100000,0,0,0,4285444.444444444,6164000.0,30,6692000,18,802461,30,12,0,22408000,6692000,0,802461,0,802461
29160000,NORMAL:0,0.10790273556231002,29160000,0,0,0,4285444.444444444,6164000.0,30,6752000,18,804116,30,12,0,22408000,6752000,0,804116,0,804116
29220000,NORMAL:0,0.10790273556231002,29220000,0,0,0,4285444.444444444,6164000.0,30,6812000,18,805771,30,12,0,22408000,6812000,0,805771,0,805771
29280000,NORMAL:0,0.10790273556231002,29280000,0,0,0,4285444.444444444,6164000.0,30,6872000,18,807427,30,12,0,22408000,6872000,0,807427,0,807427
29340000,NORMAL:0,0.10790273556231002,29340000,0,0,0,4285444.444444444,6164000.0,30,6932000,18,809079,30,12,0,22408000,6932000,0,809079,0,809079
29400000,NORMAL:0,0.10790273556231002,29400000,0,0,0,4285444.444444444,6164000.0,30,6992000,18,810734,30,12,0,22408000,6992000,0,810734,0,810734
29460000,NORMAL:0,0.10790273556231002,29460000,0,0,0,4285444.444444444,6164000.0,30,7052000,18,812389,30,12,0,22408000,7052000,0,812389,0,812389
29520000,NORMAL:0,0.10790273556231002,29520000,0,0,0,4285444.444444444,6164000.0,30,7112000,18,814044,30,12,0,22408000,7112000,0,814044,0,814044
29580000,NORMAL:0,0.10790273556231002,29580000,0,0,0,4285444.444444444,6164000.0,30,7172000,18,815698,30,12,0,22408000,7172000,0,815698,0,815698
29640000,NORMAL:0,0.1433637284701114,29640000,0,0,0,4285444.444444444,6164000.0,30,7232000,18,817354,30,12,0,22408000,7232000,0,817354,0,817354
29700000,NORMAL:0,0.1433637284701114,29700000,0,0,0,4285444.444444444,6164000.0,30,7292000,18,819007,30,12,0,22408000,7292000,0,819007,0,819007
29760000,NORMAL:0,0.1433637284701114,29760000,0,0,0,4285444.444444444,6164000.0,30,7352000,18,820663,30,12,0,22408000,7352000,0,820663,0,820663
29820000,NORMAL:0,0.1433637284701114,29820000,0,0,0,4285444.444444444,6164000.0,30,7412000,18,822317,30,12,0,22408000,7412000,0,822317,0,822317
29880000,NORMAL:0,0.1433637284701114,29880000,0,0,0,4285444.444444444,6164000.0,30,7472000,18,823971,30,12,0,22408000,7472000,0,823971,0,823971
29940000,NORMAL:0,0.1433637284701114,29940000,0,0,0,4285444.444444444,6164000.0,30,7532000,18,825627,30,12,0,22408000,7532000,0,825627,0,825627
30000000,NORMAL:0,0.1433637284701114,30000000,0,0,0,4285444.444444444,6164000.0,30,7592000,18,827281,30,12,0,22408000,7592000,0,827281,0,827281
30060000,NORMAL:0,0.1433637284701114,30060000,0,0,0,4285444.444444444,6164000.0,30,7652000,18,828936,30,12,0,22408000,7652000,0,828936,0,828936
30120000,NORMAL:0,0.1433637284701114,30120000,0,0,0,4285444.444444444,6164000.0,30,7712000,18,830591,30,12,0,22408000,7712000,0,830591,0,830591
30180000,NORMAL:0,0.1433637284701114,30180000,0,0,0,4285444.444444444,6164000.0,30,7772000,18,832245,30,12,0,22408000,7772000,0,832245,0,832245
30240000,NORMAL:0,0.1433637284701114,30240000,0,0,0,4285444.444444444,6164000.0,30,7832000,18,833899,30,12,0,22408000,7832000,0,833899,0,833899
30300000,NORMAL:0,0.1788247213779128,30300000,0,0,0,4285444.444444444,6164000.0,30,7892000,18,835553,30,12,0,22408000,7892000,0,835553,0,835553
30360000,NORMAL:0,0.1788247213779128,30360000,0,0,0,4285444.444444444,6164000.0,30,7952000,18,837211,30,12,0,22408000,7952000,0,837211,0,837211
30420000,NORMAL:0,0.1788247213779128,30420000,0,0,0,4285444.444444444,6164000.0,30,8012000,18,838864,30,12,0,22408000,8012000,0,838864,0,838864
30480000,NORMAL:0,0.1788247213779128,30480000,0,0,0,4285444.444444444,6164000.0,30,8072000,18,840519,30,12,0,22408000,8072000,0,840519,0,840519
30540000,NORMAL:0,0.1788247213779128,30540000,0,0,0,4285444.444444444,6164000.0,30,8132000,18,842173,30,12,0,22408000,8132000,0,842173,0,842173
30600000,NORMAL:0,0.1788247213779128,30600000,0,0,0,4285444.444444444,6164000.0,30,8192000,18,843827,30,12,0,22408000,8192000,0,843827,0,843827
30660000,NORMAL:0,0.1788247213779128,30660000,0,0,0,4285444.444444444,6164000.0,30,8252000,18,845482,30,12,0,22408000,8252000,0,845482,0,845482
30720000,NORMAL:0,0.1788247213779128,30720000,0,0,0,4285444.444444444,6164000.0,30,8312000,18,847137,30,12,0,22408000,8312000,0,847137,0,847137
30780000,NORMAL:0,0.1788247213779128,30780000,0,0,0,4285444.444444444,6164000.0,30,8372000,18,848792,30,12,0,22408000,8372000,0,848792,0,848792
30840000,NORMAL:0,0.1788247213779128,30840000,0,0,0,4285444.444444444,6164000.0,30,8432000,18,850447,30,12,0,22408000,8432000,0,850447,0,850447
30900000,NORMAL:0,0.1788247213779128,30900000,0,0,0,4285444.444444444,6164000.0,30,8492000,18,852101,30,12,0,22408000,8492000,0,852101,0,852101
30960000,NORMAL:0,0.1788247213779128,30960000,0,0,0,4285444.444444444,6164000.0,30,8552000,18,853756,30,12,0,22408000,8552000,0,853756,0,853756
31020000,NORMAL:0,0.1788247213779128,31020000,0,0,0,4285444.444444444,6164000.0,30,8612000,18,855409,30,12,0,22408000,8612000,0,855409,0,855409
31080000,NORMAL:0,0.1788247213779128,31080000,0,0,0,4285444.444444444,6164000.0,30,8672000,18,857065,30,12,0,22408000,8672000,0,857065,0,857065
31140000,NORMAL:0,0.1788247213779128,31140000,0,0,0,4285444.444444444,6164000.0,30,8732000,18,858719,30,12,0,22408000,8732000,0,858719,0,858719
31200000,NORMAL:0,0.1788247213779128,31200000,0,0,0,4285444.444444444,6164000.0,30,8792000,18,860375,30,12,0,22408000,8792000,0,860375,0,860375
31260000,NORMAL:0,0.1788247213779128,31260000,0,0,0,4285444.444444444,6164000.0,30,8852000,18,862030,30,12,0,22408000,8852000,0,862030,0,862030
31320000,NORMAL:0,0.1788247213779128,31320000,0,0,0,4285444.444444444,6164000.0,30,8912000,18,863683,30,12,0,22408000,8912000,0,863683,0,863683
31380000,NORMAL:0,0.1788247213779128,31380000,0,0,0,4285444.444444444,6164000.0,30,8972000,18,865338,30,12,0,22408000,8972000,0,865338,0,865338
31440000,NORMAL:0,0.1788247213779128,31440000,0,0,0,4285444.444444444,6164000.0,30,9032000,18,866993,30,12,0,22408000,9032000,0,866993,0,866993
31500000,NORMAL:0,0.21428571428571425,31500000,0,0,0,4285444.444444444,6164000.0,30,9092000,18,868647,30,12,0,22408000,9092000,0,868647,0,868647
31560000,NORMAL:0,0.21428571428571425,31560000,0,0,0,4285444.444444444,6164000.0,30,9152000,18,870304,30,12,0,22408000,9152000,0,870304,0,870304
31620000,NORMAL:0,0.21428571428571425,31620000,0,0,0,4285444.444444444,6164000.0,30,9212000,18,871957,30,12,0,22408000,9212000,0,871957,0,871957
31680000,NORMAL:0,0.21428571428571425,31680000,0,0,0,4285444.444444444,6164000.0,30,9272000,18,873612,30,12,0,22408000,9272000,0,873612,0,873612
31740000,NORMAL:0,0.21428571428571425,31740000,0,0,0,4285444.444444444,6164000.0,30,9332000,18,875266,30,12,0,22408000,9332000,0,875266,0,875266
31800000,NORMAL:0,0.21428571428571425,31800000,0,0,0,4285444.444444444,6164000.0,30,9392000,18,876921,30,12,0,22408000,9392000,0,876921,0,876921
31860000,NORMAL:0,0.21428571428571425,31860000,0,0,0,4285444.444444444,6164000.0,30,9452000,18,878574,30,12,0,22408000,9452000,0,878574,0,878574
31920000,NORMAL:0,0.21428571428571425,31920000,0,0,0,4285444.444444444,6164000.0,30,9512000,18,880230,30,12,0,22408000,9512000,0,880230,0,880230
31980000,NORMAL:0,0.21428571428571425,31980000,0,0,0,4285444.444444444,6164000.0,30,9572000,18,881886,30,12,0,22408000,9572000,0,881886,0,881886
32040000,NORMAL:0,0.21428571428571425,32040000,0,0,0,4285444.444444444,6164000.0,30,9632000,18,883540,30,12,0,22408000,9632000,0,883540,0,883540
32100000,NORMAL:0,0.21428571428571425,32100000,0,0,0,4285444.444444444,6164000.0,30,9692000,18,885194,30,12,0,22408000,9692000,0,885194,0,885194
32160000,NORMAL:0,0.21428571428571425,32160000,0,0,0,4285444.444444444,6164000.0,30,9752000,18,886849,30,12,0,22408000,9752000,0,886849,0,886849
32220000,NORMAL:0,0.21428571428571425,32220000,0,0,0,4285444.444444444,6164000.0,30,9812000,18,888502,30,12,0,22408000,9812000,0,888502,0,888502
32280000,NORMAL:0,0.21428571428571425,32280000,0,0,0,4285444.444444444,6164000.0,30,9872000,18,890159,30,12,0,22408000,9872000,0,890159,0,890159
32340000,NORMAL:0,0.21428571428571425,32340000,0,0,0,4285444.444444444,6164000.0,30,9932000,18,891813,30,12,0,22408000,9932000,0,891813,0,891813
32400000,NORMAL:0,0.21428571428571425,32400000,0,0,0,4285444.444444444,6164000.0,30,9992000,18,893468,30,12,0,22408000,9992000,0,893468,0,893468
32460000,NORMAL:0,0.21428571428571425,32460000,0,0,0,4285444.444444444,6164000.0,30,10052000,18,895122,30,12,0,22408000,10052000,0,895122,0,895122
32520000,NORMAL:0,0.21428571428571425,32520000,0,0,0,4285444.444444444,6164000.0,30,10112000,18,896777,30,12,0,22408000,10112000,0,896777,0,896777
32580000,NORMAL:0,0.21428571428571425,32580000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,898431,30,12,1,22418000,10162000,0,898431,0,898431
32640000,NORMAL:0,0.21428571428571425,32640000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,900086,30,12,1,22478000,10162000,0,900086,0,900086
32700000,NORMAL:0,0.21428571428571425,32700000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,901742,30,12,1,22538000,10162000,0,901742,0,901742
32760000,NORMAL:0,0.21428571428571425,32760000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,903395,30,12,1,22598000,10162000,0,903395,0,903395
32820000,NORMAL:0,0.21428571428571425,32820000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,905050,30,12,1,22658000,10162000,0,905050,0,905050
32880000,NORMAL:0,0.21428571428571425,32880000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,906706,30,12,1,22718000,10162000,0,906706,0,906706
32940000,NORMAL:0,0.21428571428571425,32940000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,908359,30,12,1,22778000,10162000,0,908359,0,908359
33000000,NORMAL:0,0.21479229989868281,33000000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,910013,30,12,1,22838000,10162000,0,910013,0,910013
33060000,NORMAL:0,0.21479229989868281,33060000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,911669,30,12,1,22898000,10162000,0,911669,0,911669
33120000,NORMAL:0,0.21479229989868281,33120000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,913324,30,12,1,22958000,10162000,0,913324,0,913324
33180000,NORMAL:0,0.21479229989868281,33180000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,914978,30,12,1,23018000,10162000,0,914978,0,914978
33240000,NORMAL:0,0.21479229989868281,33240000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,916634,30,12,1,23078000,10162000,0,916634,0,916634
33300000,NORMAL:0,0.21479229989868281,33300000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,918286,30,12,1,23138000,10162000,0,918286,0,918286
33360000,NORMAL:0,0.21479229989868281,33360000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,919942,30,12,1,23198000,10162000,0,919942,0,919942
33420000,NORMAL:0,0.21479229989868281,33420000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,921596,30,12,2,23258000,10162000,0,921596,0,921596
33480000,NORMAL:0,0.21479229989868281,33480000,0,0,0,4285444.444444444,6164000.0,30,10162000,18,923252,30,12,2,23318000,10162000,0,923252,0,923252
33540000,NORMAL:0,0.1793313069908814,33540000,0,0,0,4184900.0,6164000.0,31,10162000,18,924907,31,13,1,23378000,10162000,0,924907,0,924907
33600000,NORMAL:0,0.14387031408308,33600000,0,0,0,3992090.909090909,6164000.0,32,10202000,18,926560,32,14,0,23398000,10202000,0,926560,0,926560
33660000,NORMAL:0,0.14387031408308,33660000,0,0,0,3992090.909090909,6164000.0,32,10262000,18,928215,32,14,0,23398000,10262000,0,928215,0,928215
33720000,NORMAL:0,0.14387031408308,33720000,0,0,0,3992090.909090909,6164000.0,32,10322000,18,929870,32,14,0,23398000,10322000,0,929870,0,929870
33780000,NORMAL:0,0.14387031408308,33780000,0,0,0,3992090.909090909,6164000.0,32,10382000,18,931525,32,14,0,23398000,10382000,0,931525,0,931525
