time,state,measured_state,passed_time_in_NORMAL,passed_time_in_DEGRADED,passed_time_in_CRITICAL,passed_time_in_FAILURE,mean_reaction_time_degraded,mean_reaction_time_critical,total_maintenances,total_maintenance_time,unnecessary_maintenances,degraded_maintenances,critical_maintenances,total_broker_messages,upkeep_broker_messages,necessary_upkeep_broker_messages,available_teams,time_with_available_teams,time_without_available_teams,qlearning_epsilon,total_reward,total_positive_reward,total_positive_reward_qty,total_non_positive_reward,total_non_positive_reward_qty,qtable_size
1140000,NORMAL:0,0.0,1140000,0,0,0,2000.0,0,6,10000,5,1,0,31389,6,1,3,1130000,10000,1e-06,104239.29787234042,104299.29787234042,31384,-60.0,5,15875
1200000,NORMAL:0,0.0,1200000,0,0,0,2000.0,0,6,10000,5,1,0,33045,6,1,3,1190000,10000,1e-06,109311.17287234042,109371.17287234042,33040,-60.0,5,15875
1260000,NORMAL:0,0.0,1260000,0,0,0,2000.0,0,6,10000,5,1,0,34698,6,1,3,1250000,10000,1e-06,114364.29787234042,114424.29787234042,34693,-60.0,5,15875
1320000,NORMAL:0,0.0,1320000,0,0,0,2000.0,0,6,10000,5,1,0,36354,6,1,3,1310000,10000,1e-06,119436.17287234042,119496.17287234042,36349,-60.0,5,15875
1380000,NORMAL:0,0.0,1380000,0,0,0,2000.0,0,6,10000,5,1,0,38008,6,1,3,1370000,10000,1e-06,124495.54787234042,124555.54787234042,38003,-60.0,5,15875
1440000,NORMAL:0,0.0,1440000,0,0,0,2000.0,0,6,10000,5,1,0,39662,6,1,3,1430000,10000,1e-06,129559.92287234042,129619.92287234042,39657,-60.0,5,15875
1500000,NORMAL:0,0.0,1500000,0,0,0,2000.0,0,6,10000,5,1,0,41317,6,1,3,1490000,10000,1e-06,134625.54787234042,134685.54787234042,41312,-60.0,5,15875
1560000,NORMAL:0,0.0,1560000,0,0,0,2000.0,0,6,10000,5,1,0,42973,6,1,3,1550000,10000,1e-06,139692.42287234042,139752.42287234042,42968,-60.0,5,15875
1620000,NORMAL:0,0.0,1620000,0,0,0,2000.0,0,6,10000,5,1,0,44627,6,1,3,1610000,10000,1e-06,144756.79787234042,144816.79787234042,44622,-60.0,5,15875
1680000,NORMAL:0,0.0,1680000,0,0,0,2000.0,0,6,10000,5,1,0,46281,6,1,3,1670000,10000,1e-06,149816.17287234042,149876.17287234042,46276,-60.0,5,15875
1740000,NORMAL:0,0.0,1740000,0,0,0,2000.0,0,6,10000,5,1,0,47936,6,1,3,1730000,10000,1e-06,154881.79787234042,154941.79787234042,47931,-60.0,5,15875
1800000,NORMAL:0,0.0,1800000,0,0,0,2000.0,0,6,10000,5,1,0,49590,6,1,3,1790000,10000,1e-06,159946.17287234042,160006.17287234042,49585,-60.0,5,15875
1860000,NORMAL:0,0.0,1860000,0,0,0,2000.0,0,6,10000,5,1,0,51246,6,1,3,1850000,10000,1e-06,165013.04787234042,165073.04787234042,51241,-60.0,5,15875
1920000,NORMAL:0,0.0,1920000,0,0,0,2000.0,0,6,10000,5,1,0,52902,6,1,3,1910000,10000,1e-06,170084.92287234042,170144.92287234042,52897,-60.0,5,15875
1980000,NORMAL:0,0.0,1980000,0,0,0,2000.0,0,6,10000,5,1,0,54554,6,1,3,1970000,10000,1e-06,175136.79787234042,175196.79787234042,54549,-60.0,5,15875
2040000,NORMAL:0,0.0,2040000,0,0,0,2000.0,0,6,10000,5,1,0,56210,6,1,3,2030000,10000,1e-06,180208.67287234042,180268.67287234042,56205,-60.0,5,15875
2100000,NORMAL:0,0.0,2100000,0,0,0,2000.0,0,6,10000,5,1,0,57863,6,1,3,2090000,10000,1e-06,185261.79787234042,185321.79787234042,57858,-60.0,5,15875
2160000,NORMAL:0,0.0,2160000,0,0,0,2000.0,0,6,10000,5,1,0,59519,6,1,3,2150000,10000,1e-06,190333.67287234042,190393.67287234042,59514,-60.0,5,15875
2220000,NORMAL:0,0.0,2220000,0,0,0,2000.0,0,6,10000,5,1,0,61172,6,1,3,2210000,10000,1e-06,195391.79787234042,195451.79787234042,61167,-60.0,5,15875
2280000,NORMAL:0,0.0,2280000,0,0,0,2000.0,0,6,10000,5,1,0,62829,6,1,3,2270000,10000,1e-06,200464.92287234042,200524.92287234042,62824,-60.0,5,15875
2340000,NORMAL:0,0.0,2340000,0,0,0,2000.0,0,6,10000,5,1,0,64483,6,1,3,2330000,10000,1e-06,205529.29787234042,205589.29787234042,64478,-60.0,5,15875
2400000,NORMAL:0,0.0,2400000,0,0,0,2000.0,0,6,10000,5,1,0,66137,6,1,3,2390000,10000,1e-06,210588.67287234042,210648.67287234042,66132,-60.0,5,15875
2460000,NORMAL:0,0.0,2460000,0,0,0,2000.0,0,6,10000,5,1,0,67793,6,1,3,2450000,10000,1e-06,215655.54787234042,215715.54787234042,67788,-60.0,5,15875
2520000,NORMAL:0,0.0,2520000,0,0,0,2000.0,0,6,10000,5,1,0,69445,6,1,3,2510000,10000,1e-06,220712.42287234042,220772.42287234042,69440,-60.0,5,15875
2580000,NORMAL:0,0.0,2580000,0,0,0,2000.0,0,6,10000,5,1,0,71101,6,1,3,2570000,10000,1e-06,225779.29787234042,225839.29787234042,71096,-60.0,5,15875
2640000,NORMAL:0,0.0,2640000,0,0,0,2000.0,0,6,10000,5,1,0,72757,6,1,3,2630000,10000,1e-06,230851.17287234042,230911.17287234042,72752,-60.0,5,15875
2700000,NORMAL:0,0.0,2700000,0,0,0,2000.0,0,6,10000,5,1,0,74410,6,1,3,2690000,10000,1e-06,235909.29787234042,235969.29787234042,74405,-60.0,5,15875
2760000,NORMAL:0,0.0,2760000,0,0,0,2000.0,0,6,10000,5,1,0,76067,6,1,3,2750000,10000,1e-06,240982.42287234042,241042.42287234042,76062,-60.0,5,15875
2820000,NORMAL:0,0.0,2820000,0,0,0,2000.0,0,6,10000,5,1,0,77719,6,1,3,2810000,10000,1e-06,246034.29787234042,246094.29787234042,77714,-60.0,5,15875
2880000,NORMAL:0,0.0,2880000,0,0,0,2000.0,0,6,10000,5,1,0,79375,6,1,3,2870000,10000,1e-06,251106.17287234042,251166.17287234042,79370,-60.0,5,15875
2940000,NORMAL:0,0.0,2940000,0,0,0,2000.0,0,6,10000,5,1,0,81028,6,1,3,2930000,10000,1e-06,256159.29787234042,256219.29787234042,81023,-60.0,5,15875
3000000,NORMAL:0,0.0,3000000,0,0,0,2000.0,0,6,10000,5,1,0,82684,6,1,3,2990000,10000,1e-06,261231.17287234042,261291.17287234042,82679,-60.0,5,15875
3060000,NORMAL:0,0.0,3060000,0,0,0,16500.0,0,7,10000,5,2,0,84340,7,2,2,3050000,10000,1e-06,266631.99886018236,266691.99886018236,84335,-60.0,5,15875
3120000,NORMAL:0,0.0,3120000,0,0,0,16500.0,0,7,10000,5,2,0,85993,7,2,2,3110000,10000,1e-06,272701.74886018236,272761.74886018236,85988,-60.0,5,15875
3180000,NORMAL:0,0.0,3180000,0,0,0,16500.0,0,7,10000,5,2,0,87649,7,2,2,3170000,10000,1e-06,278781.99886018236,278841.99886018236,87644,-60.0,5,15875
3240000,NORMAL:0,0.0,3240000,0,0,0,16500.0,0,7,10000,5,2,0,89302,7,2,2,3230000,10000,1e-06,284851.74886018236,284911.74886018236,89297,-60.0,5,15875
3300000,NORMAL:0,0.0,3300000,0,0,0,16500.0,0,7,10000,5,2,0,90957,7,2,2,3290000,10000,1e-06,290930.49886018236,290990.49886018236,90952,-60.0,5,15875
3360000,NORMAL:0,0.0,3360000,0,0,0,16500.0,0,7,10000,5,2,0,92611,7,2,2,3350000,10000,1e-06,297001.74886018236,297061.74886018236,92606,-60.0,5,15875
3420000,NORMAL:0,0.0,3420000,0,0,0,16500.0,0,7,10000,5,2,0,94266,7,2,2,3410000,10000,1e-06,303086.49886018236,303146.49886018236,94261,-60.0,5,15875
3480000,NORMAL:0,0.0,3480000,0,0,0,16500.0,0,7,10000,5,2,0,95923,7,2,2,3470000,10000,1e-06,309174.24886018236,309234.24886018236,95918,-60.0,5,15875
3540000,NORMAL:0,0.0,3540000,0,0,0,16500.0,0,7,10000,5,2,0,97576,7,2,2,3530000,10000,1e-06,315237.99886018236,315297.99886018236,97571,-60.0,5,15875
3600000,NORMAL:0,0.0,3600000,0,0,0,16500.0,0,7,10000,5,2,0,99231,7,2,2,3590000,10000,1e-06,321322.74886018236,321382.74886018236,99226,-60.0,5,15875
3660000,NORMAL:0,0.0,3660000,0,0,0,16500.0,0,7,10000,5,2,0,100884,7,2,2,3650000,10000,1e-06,327386.49886018236,327446.49886018236,100879,-60.0,5,15875
3720000,NORMAL:0,0.0,3720000,0,0,0,16500.0,0,7,10000,5,2,0,102540,7,2,2,3710000,10000,1e-06,333472.74886018236,333532.74886018236,102535,-60.0,5,15875
3780000,NORMAL:0,0.0,3780000,0,0,0,16500.0,0,7,10000,5,2,0,104193,7,2,2,3770000,10000,1e-06,339536.49886018236,339596.49886018236,104188,-60.0,5,15875
3840000,NORMAL:0,0.0,3840000,0,0,0,16500.0,0,7,10000,5,2,0,105850,7,2,2,3830000,10000,1e-06,345630.24886018236,345690.24886018236,105845,-60.0,5,15875
3900000,NORMAL:0,0.0,3900000,0,0,0,16500.0,0,7,10000,5,2,0,107505,7,2,2,3890000,10000,1e-06,351708.99886018236,351768.99886018236,107500,-60.0,5,15875
3960000,NORMAL:0,0.0,3960000,0,0,0,16500.0,0,7,10000,5,2,0,109158,7,2,2,3950000,10000,1e-06,357778.74886018236,357838.74886018236,109153,-60.0,5,15875
4020000,NORMAL:0,0.0,4020000,0,0,0,16500.0,0,7,10000,5,2,0,110813,7,2,2,4010000,10000,1e-06,363857.49886018236,363917.49886018236,110808,-60.0,5,15875
4080000,NORMAL:0,0.0,4080000,0,0,0,16500.0,0,7,10000,5,2,0,112468,7,2,2,4070000,10000,1e-06,369930.24886018236,369990.24886018236,112463,-60.0,5,15875
4140000,NORMAL:0,0.0,4140000,0,0,0,16500.0,0,7,10000,5,2,0,114122,7,2,2,4130000,10000,1e-06,376007.49886018236,376067.49886018236,114117,-60.0,5,15875
4200000,NORMAL:0,0.0,4200000,0,0,0,16500.0,0,7,10000,5,2,0,115778,7,2,2,4190000,10000,1e-06,382093.74886018236,382153.74886018236,115773,-60.0,5,15875
4260000,NORMAL:0,0.0,4260000,0,0,0,16500.0,0,7,10000,5,2,0,117432,7,2,2,4250000,10000,1e-06,388164.99886018236,388224.99886018236,117427,-60.0,5,15875
4320000,NORMAL:0,0.0,4320000,0,0,0,16500.0,0,7,10000,5,2,0,119087,7,2,2,4310000,10000,1e-06,394249.74886018236,394309.74886018236,119082,-60.0,5,15875
4380000,NORMAL:0,0.0,4380000,0,0,0,16500.0,0,7,10000,5,2,0,120741,7,2,2,4370000,10000,1e-06,400314.99886018236,400374.99886018236,120736,-60.0,5,15875
4440000,NORMAL:0,0.0,4440000,0,0,0,16500.0,0,7,10000,5,2,0,122397,7,2,2,4430000,10000,1e-06,406401.24886018236,406461.24886018236,122392,-60.0,5,15875
4500000,NORMAL:0,0.0,4500000,0,0,0,16500.0,0,7,10000,5,2,0,124048,7,2,2,4490000,10000,1e-06,412461.99886018236,412521.99886018236,124043,-60.0,5,15875
4560000,NORMAL:0,0.0,4560000,0,0,0,16500.0,0,7,10000,5,2,0,125705,7,2,2,4550000,10000,1e-06,418549.74886018236,418609.74886018236,125700,-60.0,5,15875
4620000,NORMAL:0,0.0,4620000,0,0,0,16500.0,0,7,10000,5,2,0,127360,7,2,2,4610000,10000,1e-06,424628.49886018236,424688.49886018236,127355,-60.0,5,15875
4680000,NORMAL:0,0.0,4680000,0,0,0,16500.0,0,7,10000,5,2,0,129015,7,2,2,4670000,10000,1e-06,430707.24886018236,430767.24886018236,129010,-60.0,5,15875
4740000,NORMAL:0,0.0,4740000,0,0,0,16500.0,0,7,10000,5,2,0,130670,7,2,2,4730000,10000,1e-06,436785.99886018236,436845.99886018236,130665,-60.0,5,15875
4800000,NORMAL:0,0.0,4800000,0,0,0,16500.0,0,7,10000,5,2,0,132323,7,2,2,4790000,10000,1e-06,442855.74886018236,442915.74886018236,132318,-60.0,5,15875
4860000,NORMAL:0,0.0,4860000,0,0,0,16500.0,0,7,10000,5,2,0,133978,7,2,2,4850000,10000,1e-06,448934.49886018236,448994.49886018236,133973,-60.0,5,15875
4920000,NORMAL:0,0.0,4920000,0,0,0,16500.0,0,7,10000,5,2,0,135632,7,2,2,4910000,10000,1e-06,455005.74886018236,455065.74886018236,135627,-60.0,5,15875
4980000,NORMAL:0,0.0,4980000,0,0,0,16500.0,0,7,10000,5,2,0,137289,7,2,2,4970000,10000,1e-06,461093.49886018236,461153.49886018236,137284,-60.0,5,15875
5040000,NORMAL:0,0.0,5040000,0,0,0,16500.0,0,7,10000,5,2,0,138943,7,2,2,5030000,10000,1e-06,467170.74886018236,467230.74886018236,138938,-60.0,5,15875
5100000,NORMAL:0,0.0,5100000,0,0,0,16500.0,0,7,10000,5,2,0,140596,7,2,2,5090000,10000,1e-06,473240.49886018236,473300.49886018236,140591,-60.0,5,15875
5160000,NORMAL:0,0.0,5160000,0,0,0,16500.0,0,7,10000,5,2,0,142253,7,2,2,5150000,10000,1e-06,479328.24886018236,479388.24886018236,142248,-60.0,5,15875
5220000,NORMAL:0,0.0,5220000,0,0,0,16500.0,0,7,10000,5,2,0,143905,7,2,2,5210000,10000,1e-06,485390.49886018236,485450.49886018236,143900,-60.0,5,15875
5280000,NORMAL:0,0.0,5280000,0,0,0,16500.0,0,7,10000,5,2,0,145562,7,2,2,5270000,10000,1e-06,491478.24886018236,491538.24886018236,145557,-60.0,5,15875
5340000,NORMAL:0,0.0,5340000,0,0,0,16500.0,0,7,10000,5,2,0,147216,7,2,2,5330000,10000,1e-06,497549.49886018236,497609.49886018236,147211,-60.0,5,15875
5400000,NORMAL:0,0.0,5400000,0,0,0,16500.0,0,7,10000,5,2,0,148870,7,2,2,5390000,10000,1e-06,503632.74886018236,503692.74886018236,148865,-60.0,5,15875
5460000,NORMAL:0,0.0,5460000,0,0,0,16500.0,0,7,10000,5,2,0,150525,7,2,2,5450000,10000,1e-06,509705.49886018236,509765.49886018236,150520,-60.0,5,15875
5520000,NORMAL:0,0.0,5520000,0,0,0,16500.0,0,7,10000,5,2,0,152180,7,2,3,5510000,10000,1e-06,515618.24886018236,515678.24886018236,152175,-60.0,5,15875
5580000,NORMAL:0,0.0,5580000,0,0,0,16500.0,0,7,10000,5,2,0,153835,7,2,3,5570000,10000,1e-06,520683.87386018236,520743.87386018236,153830,-60.0,5,15875
5640000,NORMAL:0,0.0,5640000,0,0,0,16500.0,0,7,10000,5,2,0,155488,7,2,3,5630000,10000,1e-06,525741.9988601824,525801.9988601824,155483,-60.0,5,15875
5700000,NORMAL:0,0.0,5700000,0,0,0,16500.0,0,7,10000,5,2,0,157143,7,2,3,5690000,10000,1e-06,530807.6238601824,530867.6238601824,157138,-60.0,5,15875
5760000,NORMAL:0,0.0,5760000,0,0,0,16500.0,0,7,10000,5,2,0,158799,7,2,3,5750000,10000,1e-06,535879.4988601824,535939.4988601824,158794,-60.0,5,15875
5820000,NORMAL:0,0.0,5820000,0,0,0,16500.0,0,7,10000,5,2,0,160453,7,2,3,5810000,10000,1e-06,540938.8738601824,540998.8738601824,160448,-60.0,5,15875
5880000,NORMAL:0,0.0,5880000,0,0,0,16500.0,0,7,10000,5,2,0,162109,7,2,3,5870000,10000,1e-06,546005.7488601824,546065.7488601824,162104,-60.0,5,15875
5940000,NORMAL:0,0.0,5940000,0,0,0,16500.0,0,7,10000,5,2,0,163761,7,2,3,5930000,10000,1e-06,551062.6238601824,551122.6238601824,163756,-60.0,5,15875
6000000,NORMAL:0,0.0,6000000,0,0,0,16500.0,0,7,10000,5,2,0,165417,7,2,3,5990000,10000,1e-06,556134.4988601824,556194.4988601824,165412,-60.0,5,15875
6060000,NORMAL:0,0.0,6060000,0,0,0,16500.0,0,7,10000,5,2,0,167071,7,2,3,6050000,10000,1e-06,561188.8738601824,561248.8738601824,167066,-60.0,5,15875
6120000,NORMAL:0,0.0,6120000,0,0,0,16500.0,0,7,10000,5,2,0,168726,7,2,3,6110000,10000,1e-06,566259.4988601824,566319.4988601824,168721,-60.0,5,15875
6180000,NORMAL:0,0.0,6180000,0,0,0,16500.0,0,7,10000,5,2,0,170382,7,2,3,6170000,10000,1e-06,571326.3738601824,571386.3738601824,170377,-60.0,5,15875
6240000,NORMAL:0,0.0,6240000,0,0,0,16500.0,0,7,10000,5,2,0,172036,7,2,3,6230000,10000,1e-06,576390.7488601824,576450.7488601824,172031,-60.0,5,15875
6300000,NORMAL:0,0.0,6300000,0,0,0,16500.0,0,7,10000,5,2,0,173689,7,2,3,6290000,10000,1e-06,581448.8738601824,581508.8738601824,173684,-60.0,5,15875
6360000,NORMAL:0,0.0,6360000,0,0,0,15666.666666666666,0,8,10000,5,3,0,175345,8,3,2,6350000,10000,1e-06,587119.0946048632,587179.0946048632,175340,-60.0,5,15876
6420000,NORMAL:0,0.0,6420000,0,0,0,15666.666666666666,0,8,10000,5,3,0,177000,8,3,2,6410000,10000,1e-06,593197.8446048632,593257.8446048632,176995,-60.0,5,15876
6480000,NORMAL:0,0.0,6480000,0,0,0,15666.666666666666,0,8,10000,5,3,0,178655,8,3,2,6470000,10000,1e-06,599276.5946048632,599336.5946048632,178650,-60.0,5,15876
6540000,NORMAL:0,0.0,6540000,0,0,0,15666.666666666666,0,8,10000,5,3,0,180309,8,3,2,6530000,10000,1e-06,605353.8446048632,605413.8446048632,180304,-60.0,5,15876
6600000,NORMAL:0,0.0,6600000,0,0,0,15666.666666666666,0,8,10000,5,3,0,181964,8,3,2,6590000,10000,1e-06,611432.5946048632,611492.5946048632,181959,-60.0,5,15876
6660000,NORMAL:0,0.0,6660000,0,0,0,15666.666666666666,0,8,10000,5,3,0,183618,8,3,2,6650000,10000,1e-06,617503.8446048632,617563.8446048632,183613,-60.0,5,15876
6720000,NORMAL:0,0.0,6720000,0,0,0,15666.666666666666,0,8,10000,5,3,0,185273,8,3,2,6710000,10000,1e-06,623582.5946048632,623642.5946048632,185268,-60.0,5,15876
6780000,NORMAL:0,0.0,6780000,0,0,0,15666.666666666666,0,8,10000,5,3,0,186927,8,3,2,6770000,10000,1e-06,629653.8446048632,629713.8446048632,186922,-60.0,5,15876
6840000,NORMAL:0,0.0,6840000,0,0,0,15666.666666666666,0,8,10000,5,3,0,188582,8,3,2,6830000,10000,1e-06,635738.5946048632,635798.5946048632,188577,-60.0,5,15876
6900000,NORMAL:0,0.0,6900000,0,0,0,15666.666666666666,0,8,10000,5,3,0,190236,8,3,2,6890000,10000,1e-06,641809.8446048632,641869.8446048632,190231,-60.0,5,15876
6960000,NORMAL:0,0.0,6960000,0,0,0,15666.666666666666,0,8,10000,5,3,0,191893,8,3,2,6950000,10000,1e-06,647897.5946048632,647957.5946048632,191888,-60.0,5,15876
7020000,NORMAL:0,0.0,7020000,0,0,0,15666.666666666666,0,8,10000,5,3,0,193546,8,3,2,7010000,10000,1e-06,653967.3446048632,654027.3446048632,193541,-60.0,5,15876
7080000,NORMAL:0,0.0,7080000,0,0,0,15666.666666666666,0,8,10000,5,3,0,195201,8,3,2,7070000,10000,1e-06,660046.0946048632,660106.0946048632,195196,-60.0,5,15876
7140000,NORMAL:0,0.0,7140000,0,0,0,15666.666666666666,0,8,10000,5,3,0,196855,8,3,2,7130000,10000,1e-06,666117.3446048632,666177.3446048632,196850,-60.0,5,15876
7200000,NORMAL:0,0.0,7200000,0,0,0,15666.666666666666,0,8,10000,5,3,0,198509,8,3,2,7190000,10000,1e-06,672194.5946048632,672254.5946048632,198504,-60.0,5,15876
7260000,NORMAL:0,0.0,7260000,0,0,0,15666.666666666666,0,8,10000,5,3,0,200165,8,3,2,7250000,10000,1e-06,678274.8446048632,678334.8446048632,200160,-60.0,5,15876
7320000,NORMAL:0,0.0,7320000,0,0,0,15666.666666666666,0,8,10000,5,3,0,201821,8,3,2,7310000,10000,1e-06,684361.0946048632,684421.0946048632,201816,-60.0,5,15876
7380000,NORMAL:0,0.0,7380000,0,0,0,15666.666666666666,0,8,10000,5,3,0,203474,8,3,2,7370000,10000,1e-06,690430.8446048632,690490.8446048632,203469,-60.0,5,15876
7440000,NORMAL:0,0.0,7440000,0,0,0,15666.666666666666,0,8,10000,5,3,0,205129,8,3,2,7430000,10000,1e-06,696509.5946048632,696569.5946048632,205124,-60.0,5,15876
7500000,NORMAL:0,0.0,7500000,0,0,0,15666.666666666666,0,8,10000,5,3,0,206783,8,3,2,7490000,10000,1e-06,702580.8446048632,702640.8446048632,206778,-60.0,5,15876
7560000,NORMAL:0,0.0,7560000,0,0,0,15666.666666666666,0,8,10000,5,3,0,208438,8,3,2,7550000,10000,1e-06,708659.5946048632,708719.5946048632,208433,-60.0,5,15876
7620000,NORMAL:0,0.0,7620000,0,0,0,15666.666666666666,0,8,10000,5,3,0,210093,8,3,2,7610000,10000,1e-06,714738.3446048632,714798.3446048632,210088,-60.0,5,15876
7680000,NORMAL:0,0.0,7680000,0,0,0,15666.666666666666,0,8,10000,5,3,0,211748,8,3,2,7670000,10000,1e-06,720817.0946048632,720877.0946048632,211743,-60.0,5,15876
7740000,NORMAL:0,0.0,7740000,0,0,0,15666.666666666666,0,8,10000,5,3,0,213402,8,3,2,7730000,10000,1e-06,726894.3446048632,726954.3446048632,213397,-60.0,5,15876
7800000,NORMAL:0,0.01519756838905775,7800000,0,0,0,15666.666666666666,0,8,10000,5,3,0,215057,8,3,2,7790000,10000,1e-06,732973.0946048632,733033.0946048632,215052,-60.0,5,15876
7860000,NORMAL:0,0.01519756838905775,7860000,0,0,0,15666.666666666666,0,8,10000,5,3,0,216712,8,3,2,7850000,10000,1e-06,739045.8446048632,739105.8446048632,216707,-60.0,5,15876
7920000,NORMAL:0,0.01519756838905775,7920000,0,0,0,15666.666666666666,0,8,10000,5,3,0,218365,8,3,2,7910000,10000,1e-06,745121.5946048632,745181.5946048632,218360,-60.0,5,15876
7980000,NORMAL:0,0.01519756838905775,7980000,0,0,0,15666.666666666666,0,8,10000,5,3,0,220020,8,3,2,7970000,10000,1e-06,751194.3446048632,751254.3446048632,220015,-60.0,5,15876
8040000,NORMAL:0,0.0,8040000,0,0,0,67500.0,0,9,10000,5,4,0,221676,9,4,1,8030000,10000,1e-06,758072.0691489362,758132.0691489362,221671,-60.0,5,15876
8100000,NORMAL:0,0.0,8100000,0,0,0,67500.0,0,9,10000,5,4,0,223330,9,4,1,8090000,10000,1e-06,765162.1941489362,765222.1941489362,223325,-60.0,5,15876
8160000,NORMAL:0,0.0,8160000,0,0,0,67500.0,0,9,10000,5,4,0,224986,9,4,1,8150000,10000,1e-06,772255.8191489362,772315.8191489362,224981,-60.0,5,15876
8220000,NORMAL:0,0.0,8220000,0,0,0,67500.0,0,9,10000,5,4,0,226639,9,4,1,8210000,10000,1e-06,779337.1941489362,779397.1941489362,226634,-60.0,5,15876
8280000,NORMAL:0,0.0,8280000,0,0,0,67500.0,0,9,10000,5,4,0,228294,9,4,1,8270000,10000,1e-06,786429.0691489362,786489.0691489362,228289,-60.0,5,15876
8340000,NORMAL:0,0.0,8340000,0,0,0,67500.0,0,9,10000,5,4,0,229948,9,4,1,8330000,10000,1e-06,793512.1941489362,793572.1941489362,229943,-60.0,5,15876
8400000,NORMAL:0,0.0,8400000,0,0,0,67500.0,0,9,10000,5,4,0,231603,9,4,1,8390000,10000,1e-06,800604.0691489362,800664.0691489362,231598,-60.0,5,15876
8460000,NORMAL:0,0.01519756838905775,8460000,0,0,0,67500.0,0,9,10000,5,4,0,233258,9,4,2,8450000,10000,1e-06,807360.8191489362,807420.8191489362,233253,-60.0,5,15876
8520000,NORMAL:0,0.01519756838905775,8520000,0,0,0,67500.0,0,9,10000,5,4,0,234913,9,4,2,8510000,10000,1e-06,813445.5691489362,813505.5691489362,234908,-60.0,5,15876
